nco_code,occupation_title,task_number,task,volume,pdf_page
6111.0901,Banana Farmer,1,"cultivates banana as per the package of practices recommended for a particular agronomic climate zone, type of soil, rainfall pattern and climatic condition to achieve the yield as per the genetic potential of given variety and sell the produce as per the competitive market prices without distress sale.",II-B,18
6111.1001,Mango Grower,1,He is also responsible for hygienic harvest and post-harvest of the mango crop and ensuring sale of the same.,II-B,18
6111.1101,Citrus Fruit Grower,1,"cultivates citrus fruit as per the package of practices recommended for a particular agronomic climate zone, type of soil, rainfall pattern and climatic condition to achieve the yield as per the genetic potential of given variety and sell the produce as per the competitive market prices without distress sale.",II-B,18
6111.1401,Bulb Crop Cultivator,1,"Bulb Crop Cultivates bulb crops as per the package of practices recommended for a particular agronomic climate zone, type of soil, rainfall pattern and climatic condition to achieve the yield as per the genetic potential of given variety and sell the produce as per the competitive market prices without distress sale.",II-B,19
6111.1601,Tuber Crop Cultivator,1,"cultivates tuber crop as per the package of practices recommended for a particular agronomic climate zone, type of soil, rainfall pattern and climatic condition to achieve the yield as per the genetic potential of given variety and sell the produce as per the competitive market prices without distress sale.",II-B,20
6111.1901,Coriander Cultivator,1,"cultivates coriander as per the package of practices recommended for a particular agronomic climate zone, type of soil, rainfall pattern and climatic condition to achieve the yield as per the genetic potential of given variety and sell the produce as per the competitive market prices without distress sale.",II-B,20
6111.9900,"Field Crop and Vegetable Growers,",1,"include those who plan and carry out the necessary operations to grow and harvest various types of field crops such as wheat and other cereals, rice, beetroot, sugar- cane, ground-nuts, tobacco, reeds or other field crops and potatoes, cabbages or other field vegetables, for sale or delivery on a regular basis to wholesale buyers, marketing organizations or at markets not elsewhere classified.",II-B,21
6112.0100,"Pruner, Tea Gardens",1,May prepare land for planting tea plants.,II-B,21
6112.0100,"Pruner, Tea Gardens",2,May spray insecticides.,II-B,21
6112.0100,"Pruner, Tea Gardens",3,May perform low skilled manufacturing tasks in factory during heavy harvest months.,II-B,21
6112.0200,"Tapper, Palm Juice",1,Climbs palm-tree with pot and knife tied with his waist through belt.,II-B,21
6112.0200,"Tapper, Palm Juice",2,Cleans space at top of tree-trunk preparatory to tapping.,II-B,21
6112.0200,"Tapper, Palm Juice",3,Cuts narrow ‘V’ shaped opening in tree-trunk at specified spot with knife to permit flow of sap.,II-B,21
6112.0200,"Tapper, Palm Juice",4,Fastens pot on tree trunk with rope and ensures that palm-juice drops into pot.,II-B,21
6112.0200,"Tapper, Palm Juice",5,"Adjusts pot, if necessary, to avoid waste.",II-B,21
6112.0200,"Tapper, Palm Juice",6,Empties full pot into bucket next day and re-fixes empty pot at adjacent place on tree trunk for further collection.,II-B,21
6112.0200,"Tapper, Palm Juice",7,Repeats process for collection of juice from other trees.,II-B,21
6112.0201,Neera Technician,1,prepare it for tapping by beating it with right force and rhythm.,II-B,22
6112.0201,Neera Technician,2,performs this twice in a day for two weeks.,II-B,22
6112.0201,Neera Technician,3,can for Neera to flow into it.,II-B,22
6112.0201,Neera Technician,4,perform this activity twice a day.,II-B,22
6112.0201,Neera Technician,5,"He has to store this Neera under suitable temperature and hygienic environment, in order to prevent any microbial contamination.",II-B,22
6112.0201,Neera Technician,6,"should be able to handle freshly harvested Neera, have knowledge about transportation for Neera to processing centres and primary processing of Neers and Neera based products.",II-B,22
6112.0201,Neera Technician,7,They also clean the crown of the coconut palms.,II-B,22
6112.0201,Neera Technician,8,should be able to identify the types of pests and disease management practices.,II-B,22
6112.0201,Neera Technician,9,should be able to apprise farmers regarding needed improvement.,II-B,22
6112.0400,Budder,1,"Cuts T-shaped incision on rootstock and opens incision, using budding knife.",II-B,22
6112.0400,Budder,2,Slices hybrid bud from scion wood and inserts bud into incision.,II-B,22
6112.0400,Budder,3,Observes tying of buds to ensure quality of tie.,II-B,22
6112.0400,Budder,4,work period to maintain production.,II-B,22
6112.0601,Coffee Plantation Worker,1,is responsible for carrying out the ground level activities in a coffee plantation right from nursery preparation to harvesting and storage.,II-B,23
6112.0701,Bamboo Grower,1,He is also responsible for hygienic harvest and post-harvest of the bamboo and ensuring sale of the same.,II-B,23
6112.0801,Rubber Nursery Worker-Budder,1,He is responsible for the timely completion of bud grafting and all seasonal activities assigned to him facilitating smooth running of the nursery and production of quality planting materials as envisaged by the organization,II-B,23
6112.0802,Rubber Nursery Worker-General,1,He is responsible for the timely completion of all seasonal activities facilitating smooth running of the nursery and production of quality planting materials as envisaged by the organization.,II-B,23
6112.9900,"Tree and Shrub Crop Growers,",1,include those who plan and carry out the necessary operations to grow and harvest trees and shrubs not elsewhere classified.,II-B,24
6113.0501,Green House Fitter,1,is responsible for the installation of greenhouse structure as per the structural layout and bill material prepared by the supplier which will meet up the exact requirement for the crops to be frown under.,II-B,26
6113.0601,Floriculturist- (Open Cultivation),1,performs the duties of a flower crop cultivator in the open field,II-B,26
6113.9900,"Nursery Workers and Gardeners,",1,"include all other nursery workers and gardeners engaged in growing flowers, seeds, bulbs, vegetables etc., not elsewhere classified.",II-B,26
6114.9900,"Mixed Crop Growers, Other",1,"include those who plan and carry out the necessary operations to grow vegetables and harvest specific combinations of field crops, field vegetables, trees, shrub crops and garden, horticultural and nursery products not elsewhere classified.",II-B,27
6116.0112,Community Service Provider,1,A VLE educates villagers on 26 Types OF G2C services and scores of other services related to daily lives of rural population.,II-B,28
6116.0112,Community Service Provider,2,The VLE then sells products and services offered by the corporate and the Government through CSC.,II-B,28
6121.0400,Herdsman,1,Collects animals every morning from different houses.,II-B,30
6121.0400,Herdsman,2,Takes them out to available pastures for grazing in field.,II-B,30
6121.0400,Herdsman,3,Keeps watch over them from being lost or strayed.,II-B,30
6121.0400,Herdsman,4,Guards them from eating poisonous and harmful plants or drinking polluted water and indiscriminate mating with stray animals.,II-B,30
6121.0400,Herdsman,5,Identifies animals in heat and arranges for pairing.,II-B,30
6121.0400,Herdsman,6,Collects and counts them in evening and drives them back to their respective places.,II-B,30
6121.0400,Herdsman,7,Ties them at fixed places or hands them over to owners.,II-B,30
6121.0400,Herdsman,8,May render first aid and assist in treating minor injuries of animals.,II-B,30
6121.0601,"Dairy Farm Worker, General/Dairy",1,"Attends to herd of feeding cows and buffaloes and aiding in calving, dehorning and vaccination.",II-B,30
6121.0601,"Dairy Farm Worker, General/Dairy",2,"Keeps, barns, stalls, containers and dairy equipment in clean and sanitary condition.",II-B,30
6121.0601,"Dairy Farm Worker, General/Dairy",3,Milks cows and buffaloes as required by hand or by machine.,II-B,30
6121.0601,"Dairy Farm Worker, General/Dairy",4,"May mix and blend feed for farm livestock and keep dairy records such as feed consumed, individual milk production, gestation periods of cows and buffaloes etc.",II-B,30
6121.0601,"Dairy Farm Worker, General/Dairy",5,May perform other tasks as directed.,II-B,30
6121.0800,"Milker, Machine",1,Guides cows and buffaloes into stanchion and cleans teats and their udder with disinfectant.,II-B,31
6121.0800,"Milker, Machine",2,Squeezes teats to collect sample of milk in strainer cup and examines sample for curd and blood.,II-B,31
6121.0800,"Milker, Machine",3,Starts milking machine and attaches cups of machine to teats of cows and buffaloes.,II-B,31
6121.0800,"Milker, Machine",4,Removes cups when required amount of milk is obtained.,II-B,31
6121.0800,"Milker, Machine",5,Dips cups of machine into disinfectant solution after each animal is milked.,II-B,31
6121.0800,"Milker, Machine",6,Empties milk receptacles and cleans and sterilizes equipment.,II-B,31
6121.1200,"Shearer, Sheep",1,May deliver wool to storing yard.,II-B,32
6121.1300,"Shearer, Animal, Other/Shearer,",1,"Gathers black and white wool in horses, camels, pigs and other animals, not elsewhere classified.",II-B,32
6121.1300,"Shearer, Animal, Other/Shearer,",2,Ties and immobilises animal before clipping.,II-B,32
6121.1300,"Shearer, Animal, Other/Shearer,",3,Selects suitable clipping instrument and closely clips hair or bristles taking care not to cut or nick its skin.,II-B,32
6121.1300,"Shearer, Animal, Other/Shearer,",4,Maintains and sharpens tools.,II-B,32
6121.1300,"Shearer, Animal, Other/Shearer,",5,May sort bristles according to size and quality.,II-B,32
